YEAR	MONTH	DAY	HOUR	MINUTE	Time	T	RH	FF	DIR	P	SWIN	SWOUT	LWIN	LWOUT	PP	SNOW	T_z	RH_z	FF_z
2019	7	30	9	0	2019/7/30 8:0	7.848	80.295	0.978	212.067	948	385.707	30.986	324.54	356.758	0	NA	1.1	1.1	1.2
2019	7	30	10	0	2019/7/30 9:0	9.993	73.17	1.442	248.017	948	585.763	54.695	308.077	384.325	0	NA	1.1	1.1	1.2
2019	7	30	11	0	2019/7/30 10:0	11.673	69.853	1.62	335.733	948	630.122	61.908	288.153	398.042	0	NA	1.1	1.1	1.2
2019	7	30	12	0	2019/7/30 11:0	13.253	66.402	1.617	324.933	947.867	707.893	72.696	295.022	412.657	0	NA	1.1	1.1	1.2
2019	7	30	13	0	2019/7/30 12:0	13.833	64.418	2.488	324.55	947	790.98	85.489	305.76	422.343	0	NA	1.1	1.1	1.2
2019	7	30	14	0	2019/7/30 13:0	14.122	62.112	2.785	331.133	947	769.56	85.08	328.158	427.48	0	NA	1.1	1.1	1.2
2019	7	30	15	0	2019/7/30 14:0	13.942	60.713	2.777	334.267	946.1	711.103	81.04	311.657	420.903	0	NA	1.1	1.1	1.2
2019	7	30	16	0	2019/7/30 15:0	13.985	59.86	2.658	333.083	946	399.93	43.953	313.368	402.665	0	NA	1.1	1.1	1.2
2019	7	30	17	0	2019/7/30 16:0	12.663	62.322	2.477	337.65	946	306.753	32.861	325.932	382.78	0	NA	1.1	1.1	1.2
2019	7	30	18	0	2019/7/30 17:0	13.247	57.523	3.383	318.917	946	328.472	36.475	332.717	384.332	0	NA	1.1	1.1	1.2
2019	7	30	19	0	2019/7/30 18:0	15.008	50.155	3.188	308.767	945.083	282.333	32.606	311.737	383.13	0	NA	1.1	1.1	1.2
2019	7	30	20	0	2019/7/30 19:0	14.162	49.345	2.422	302.917	945	186.265	21.525	291.415	374.547	0	NA	1.1	1.1	1.2
2019	7	30	21	0	2019/7/30 20:0	11.147	56.575	2.138	265.883	945	69.59	7.022	290.88	356.6	0	NA	1.1	1.1	1.2
2019	7	30	22	0	2019/7/30 21:0	9.567	60.538	1.263	264.783	945.05	21.409	2.425	293.265	343.218	0	NA	1.1	1.1	1.2
2019	7	30	23	0	2019/7/30 22:0	9.028	62.39	1.43	260.25	946	1.147	0	326.545	339.953	0	NA	1.1	1.1	1.2
2019	7	30	24	0	2019/7/30 23:0	8.072	65.818	2.013	307.367	946	0	0.242	303.472	335.832	0	NA	1.1	1.1	1.2
2019	7	31	1	0	2019/7/31 0:0	7.647	67.947	1.695	310.45	946	0	0.332	283.558	330.747	0	NA	1.1	1.1	1.2
2019	7	31	2	0	2019/7/31 1:0	6.693	71.547	1.323	287.383	946.25	0	0.319	280.788	326.778	0	NA	1.1	1.1	1.2
2019	7	31	3	0	2019/7/31 2:0	5.997	75.202	1.05	302.05	947	0	0.842	281.37	323.383	0	NA	1.1	1.1	1.2
2019	7	31	4	0	2019/7/31 3:0	5.63	76.635	1.033	277.467	947	0	0.605	278.443	322.222	0	NA	1.1	1.1	1.2
2019	7	31	5	0	2019/7/31 4:0	5.545	77.645	1.028	297.633	947	0	0.722	276.285	321.308	0	NA	1.1	1.1	1.2
2019	7	31	6	0	2019/7/31 5:0	5.3	78.338	1.043	308.083	947	14.969	1.924	275.242	320.907	0	NA	1.1	1.1	1.2
2019	7	31	7	0	2019/7/31 6:0	5	79.582	1.545	329.45	947.233	55.548	4.428	273.58	323.038	0	NA	1.1	1.1	1.2
2019	7	31	8	0	2019/7/31 7:0	6.347	77.37	1.748	339.3	947.783	232.948	15.369	275.98	335.158	0	NA	1.1	1.1	1.2
2019	7	31	9	0	2019/7/31 8:0	8.7	71.997	2.085	334.633	947	367.987	30.113	279.587	353.487	0	NA	1.1	1.1	1.2
2019	7	31	10	0	2019/7/31 9:0	10.713	66.747	1.97	336.1	947	499.157	47.47	283.81	374.397	0	NA	1.1	1.1	1.2
2019	7	31	11	0	2019/7/31 10:0	11.402	64.062	2.43	338.683	947	606.563	62.662	287.072	388.785	0	NA	1.1	1.1	1.2
2019	7	31	12	0	2019/7/31 11:0	12.547	60.018	2.73	335.633	947	681.443	73.332	291.063	401.702	0	NA	1.1	1.1	1.2
2019	7	31	13	0	2019/7/31 12:0	13.835	55.968	2.783	333.317	947	729.698	81.379	296.192	412.677	0	NA	1.1	1.1	1.2
2019	7	31	14	0	2019/7/31 13:0	14.583	53.267	3.007	327.45	946.817	729.9	83.045	298.46	418.073	0	NA	1.1	1.1	1.2
2019	7	31	15	0	2019/7/31 14:0	15.677	50.197	3.14	323.9	946	686.972	79.75	304.932	421.09	0	NA	1.1	1.1	1.2
2019	7	31	16	0	2019/7/31 15:0	16.385	48.07	2.763	324.35	946	632.393	73.348	309.262	421.15	0	NA	1.1	1.1	1.2
2019	7	31	17	0	2019/7/31 16:0	15.998	46.753	1.965	309.933	946	378.307	41.45	308.993	407.87	0	NA	1.1	1.1	1.2
2019	7	31	18	0	2019/7/31 17:0	14.353	49.957	1.95	287.433	945.217	168.408	16.447	350.442	384.397	0	NA	1.1	1.1	1.2
2019	7	31	19	0	2019/7/31 18:0	12.637	57.135	1.833	218.05	945.283	113.974	10.835	354.982	372.013	0	NA	1.1	1.1	1.2
2019	7	31	20	0	2019/7/31 19:0	10.578	61.673	2.043	201.95	945	90.586	8.848	349.842	361.63	0	NA	1.1	1.1	1.2
2019	7	31	21	0	2019/7/31 20:0	11.427	57.225	1.765	295.517	945	73.393	7.515	344.95	357.958	0	NA	1.1	1.1	1.2
2019	7	31	22	0	2019/7/31 21:0	10.107	61.095	1.818	267.283	945.717	12.315	0.158	351.202	351.057	0	NA	1.1	1.1	1.2
2019	7	31	23	0	2019/7/31 22:0	9.177	66.403	1.487	297.867	946	1.458	0	351.45	345.012	0	NA	1.1	1.1	1.2
2019	7	31	24	0	2019/7/31 23:0	9.015	68.812	1.455	309.35	946	0.023	0	348.563	343.408	0	NA	1.1	1.1	1.2
2019	8	1	1	0	2019/8/1 0:0	8.463	71.405	1.403	239.683	946.283	0	0	319.113	338.062	0	NA	1.1	1.1	1.2
2019	8	1	2	0	2019/8/1 1:0	6.718	74.755	1.092	274.833	947	0	0	296.592	331.223	0	NA	1.1	1.1	1.2
2019	8	1	3	0	2019/8/1 2:0	5.89	79.338	1.44	331.867	947	0	0.193	315.862	329.35	0	NA	1.1	1.1	1.2
2019	8	1	4	0	2019/8/1 3:0	6.357	78.758	1.452	303.433	947	0	0.243	313.293	329.983	0	NA	1.1	1.1	1.2
2019	8	1	5	0	2019/8/1 4:0	6.393	78.53	0.96	285.483	947.15	0	0	307.277	328.733	0	NA	1.1	1.1	1.2
2019	8	1	6	0	2019/8/1 5:0	5.79	80.227	1.05	311.55	948	9.423	0.798	310.898	327.652	0	NA	1.1	1.1	1.2
2019	8	1	7	0	2019/8/1 6:0	6.075	80.502	1.23	310.15	948	55.985	4.999	282.517	327.855	0	NA	1.1	1.1	1.2
2019	8	1	8	0	2019/8/1 7:0	7.322	77.388	1.335	307.633	948	135.063	11.074	309.642	339.018	0	NA	1.1	1.1	1.2
2019	8	1	9	0	2019/8/1 8:0	7.965	75.383	1.8	271.133	948.567	235.61	20.814	306.578	349.117	0	NA	1.1	1.1	1.2
2019	8	1	10	0	2019/8/1 9:0	10.523	68.343	1.923	304.517	948.383	466.233	44.816	297.717	371.442	0	NA	1.1	1.1	1.2
2019	8	1	11	0	2019/8/1 10:0	11.442	65.162	1.352	275.4	949	414.262	41.519	314.735	381.093	0	NA	1.1	1.1	1.2
2019	8	1	12	0	2019/8/1 11:0	12.488	60.887	2.123	300.267	949	548.408	56.488	309.985	397.092	0	NA	1.1	1.1	1.2
2019	8	1	13	0	2019/8/1 12:0	12.822	59.563	2.477	287.167	949	601.892	65.282	322.065	402.608	0	NA	1.1	1.1	1.2
2019	8	1	14	0	2019/8/1 13:0	14.162	55.61	2.465	333.333	948.6	744.295	84.706	291.812	415.137	0	NA	1.1	1.1	1.2
2019	8	1	15	0	2019/8/1 14:0	14.917	50.322	2.698	333.85	948	685.477	79.668	294.228	419.485	0	NA	1.1	1.1	1.2
2019	8	1	16	0	2019/8/1 15:0	15.297	45.793	2.312	331.9	948	445.648	49.904	313.982	406.147	0	NA	1.1	1.1	1.2
2019	8	1	17	0	2019/8/1 16:0	13.9	50.3	2.058	334.283	948	285.353	30.206	314.008	389.288	0	NA	1.1	1.1	1.2
2019	8	1	18	0	2019/8/1 17:0	13.07	53.357	2.542	271.633	948	326.155	35.436	324.955	385.728	0	NA	1.1	1.1	1.2
2019	8	1	19	0	2019/8/1 18:0	13.275	51.113	1.892	308.717	948	234.085	26.783	301.685	374.168	0	NA	1.1	1.1	1.2
2019	8	1	20	0	2019/8/1 19:0	13.16	51.795	1.545	286.433	948	174.607	19.22	301.157	370.582	0	NA	1.1	1.1	1.2
2019	8	1	21	0	2019/8/1 20:0	11.71	54.918	1.94	313.617	948	61.823	6.217	297.757	356.908	0	NA	1.1	1.1	1.2
2019	8	1	22	0	2019/8/1 21:0	9.803	60.35	1.66	308.033	948.017	14.341	1.6	291.057	343.003	0	NA	1.1	1.1	1.2
2019	8	1	23	0	2019/8/1 22:0	8.557	64.727	1.132	294.633	949	0	0.394	297.59	335.338	0	NA	1.1	1.1	1.2
2019	8	1	24	0	2019/8/1 23:0	7.848	67.43	1.475	306.117	949	0	0	307.93	332.87	0	NA	1.1	1.1	1.2
2019	8	2	1	0	2019/8/2 0:0	6.435	72.34	1.45	308.65	949.617	0	0	317.868	331.26	0	NA	1.1	1.1	1.2
2019	8	2	2	0	2019/8/2 1:0	6.128	75.03	1.793	332.883	950	0	0.23	305.612	329.672	0	NA	1.1	1.1	1.2
2019	8	2	3	0	2019/8/2 2:0	5.775	77.377	1.857	330.083	950.283	0	0	304.878	328.933	0	NA	1.1	1.1	1.2
2019	8	2	4	0	2019/8/2 3:0	5.303	81.027	1.137	315.067	951	0	0	323.265	328.717	0	NA	1.1	1.1	1.2
2019	8	2	5	0	2019/8/2 4:0	5.255	81.048	1.397	331.133	951	0	0.294	295.088	325.975	0	NA	1.1	1.1	1.2
2019	8	2	6	0	2019/8/2 5:0	5.022	83.018	1.3	316.217	951.733	9.46	1.114	301.728	325.4	0	NA	1.1	1.1	1.2
2019	8	2	7	0	2019/8/2 6:0	5.438	83.127	0.785	242	952	68.67	6.112	310.672	330.212	0	NA	1.1	1.1	1.2
2019	8	2	8	0	2019/8/2 7:0	6.015	81.807	1.282	280	952	110.45	9.798	312.842	337.525	0	NA	1.1	1.1	1.2
2019	8	2	9	0	2019/8/2 8:0	7.542	76.848	1.388	250.567	952.817	244.037	21.744	307.727	348.958	0	NA	1.1	1.1	1.2
2019	8	2	10	0	2019/8/2 9:0	8.103	74.382	1.645	278.633	953	155.523	14.149	332.582	353.592	0	NA	1.1	1.1	1.2
2019	8	2	11	0	2019/8/2 10:0	9.068	72.795	1.553	279.317	952.65	354.112	34.886	317.298	363.913	0	NA	1.1	1.1	1.2
2019	8	2	12	0	2019/8/2 11:0	10.833	69.165	2.08	306.267	952.7	516.845	52.929	317.595	385.277	0	NA	1.1	1.1	1.2
2019	8	2	13	0	2019/8/2 12:0	12.505	65.308	2.472	331.817	952	663.13	72.195	314.047	402.478	0	NA	1.1	1.1	1.2
2019	8	2	14	0	2019/8/2 13:0	13.203	61.043	2.453	332.233	952	475.557	50.636	330.653	401.88	0	NA	1.1	1.1	1.2
2019	8	2	15	0	2019/8/2 14:0	13.13	58.958	2.528	333.533	952	414.102	44.226	333.37	393.398	0	NA	1.1	1.1	1.2
2019	8	2	16	0	2019/8/2 15:0	13.43	57.453	2.805	328.5	952	441.032	48.327	333.535	391.488	0	NA	1.1	1.1	1.2
2019	8	2	17	0	2019/8/2 16:0	14.775	52.423	3.217	323.317	952	481.962	53.741	331.288	402.262	0	NA	1.1	1.1	1.2
2019	8	2	18	0	2019/8/2 17:0	14.333	51.802	3.113	321.4	952	345.723	38.926	319.528	392.185	0	NA	1.1	1.1	1.2
2019	8	2	19	0	2019/8/2 18:0	14.095	51.472	2.167	323.75	952	219.838	23.395	328.447	383.442	0	NA	1.1	1.1	1.2
2019	8	2	20	0	2019/8/2 19:0	13.747	52.08	2.152	295.067	952	208.555	22.987	335.275	377.897	0	NA	1.1	1.1	1.2
2019	8	2	21	0	2019/8/2 20:0	12.397	55.552	2.245	257.167	952	54.182	4.752	361.04	365.768	0	NA	1.1	1.1	1.2
2019	8	2	22	0	2019/8/2 21:0	11.713	56.507	2.873	284.85	952.933	11.565	0.793	341.402	355.127	0	NA	1.1	1.1	1.2
2019	8	2	23	0	2019/8/2 22:0	10.192	61.293	1.63	225.883	953	0.303	0	344.117	348.455	0	NA	1.1	1.1	1.2
2019	8	2	24	0	2019/8/2 23:0	10.175	61.543	2.028	294.083	953.933	0	0	324.118	343.932	0	NA	1.1	1.1	1.2
2019	8	3	1	0	2019/8/3 0:0	9.332	65.025	1.432	270.983	954	0	0.099	306.573	338.008	0	NA	1.1	1.1	1.2
2019	8	3	2	0	2019/8/3 1:0	8.653	67.352	1.363	269.833	954	0	0	299.288	334.793	0	NA	1.1	1.1	1.2
2019	8	3	3	0	2019/8/3 2:0	7.368	72.578	1.433	279.717	954.583	0	0.828	293.112	330.48	0	NA	1.1	1.1	1.2
2019	8	3	4	0	2019/8/3 3:0	7.23	73.63	1.117	303.5	955	0	0.189	290.892	328.39	0	NA	1.1	1.1	1.2
2019	8	3	5	0	2019/8/3 4:0	6.553	76.14	1.07	283.8	955	0	0.418	289.95	325.917	0	NA	1.1	1.1	1.2
2019	8	3	6	0	2019/8/3 5:0	6.858	76.287	1.138	244.067	955	8.884	1.457	289.28	326.433	0	NA	1.1	1.1	1.2
2019	8	3	7	0	2019/8/3 6:0	6.888	75.183	1.303	270.017	955	31.822	2.276	287.207	328.81	0	NA	1.1	1.1	1.2
2019	8	3	8	0	2019/8/3 7:0	8.203	73.092	1.682	220.083	955	252.573	15.04	290.495	340.645	0	NA	1.1	1.1	1.2
2019	8	3	9	0	2019/8/3 8:0	9.933	68.322	1.463	196.867	955	391.882	29.823	295.693	359.962	0	NA	1.1	1.1	1.2
2019	8	3	10	0	2019/8/3 9:0	10.983	64.82	1.785	280.933	955	403.507	37.644	299.215	371.03	0	NA	1.1	1.1	1.2
2019	8	3	11	0	2019/8/3 10:0	12.855	60.393	2.198	325.45	955	637.53	64.986	305.245	396.94	0	NA	1.1	1.1	1.2
2019	8	3	12	0	2019/8/3 11:0	14.157	56.24	2.772	331.767	954.567	683.822	73.657	307.34	408.538	0	NA	1.1	1.1	1.2
2019	8	3	13	0	2019/8/3 12:0	15.513	51.615	2.577	332.733	954	726.24	81.078	312.393	419.933	0	NA	1.1	1.1	1.2
2019	8	3	14	0	2019/8/3 13:0	17.103	47.997	2.52	332.417	953.967	723.338	82.566	318.275	429.068	0	NA	1.1	1.1	1.2
2019	8	3	15	0	2019/8/3 14:0	18.2	45.288	3.087	329.9	953	748.913	86.513	327.977	435.405	0	NA	1.1	1.1	1.2
2019	8	3	16	0	2019/8/3 15:0	18.095	44.258	3.288	322.95	953	511.457	57.357	340.567	422.727	0	NA	1.1	1.1	1.2
2019	8	3	17	0	2019/8/3 16:0	18.173	44.28	3.337	308.917	952.2	552.562	64.578	330.705	417.512	0	NA	1.1	1.1	1.2
2019	8	3	18	0	2019/8/3 17:0	19.122	42.688	2.065	323.383	952	438.632	48.989	328.067	418.962	0	NA	1.1	1.1	1.2
2019	8	3	19	0	2019/8/3 18:0	17.67	45.717	1.82	214.783	952	288.42	31.335	329.047	404.478	0	NA	1.1	1.1	1.2
2019	8	3	20	0	2019/8/3 19:0	16.512	47.87	2.485	311.567	952	169.518	18.465	327.445	386.618	0	NA	1.1	1.1	1.2
2019	8	3	21	0	2019/8/3 20:0	14.042	53.56	2.19	316.667	952	66.755	6.591	325.998	368.093	0	NA	1.1	1.1	1.2
2019	8	3	22	0	2019/8/3 21:0	11.983	59.49	1.432	304.217	952	21.05	1.401	312.933	353.97	0	NA	1.1	1.1	1.2
2019	8	3	23	0	2019/8/3 22:0	10.44	64.98	1.958	309.867	952.45	0	0.264	308.022	344.413	0	NA	1.1	1.1	1.2
2019	8	3	24	0	2019/8/3 23:0	10.092	65.91	1.817	299.75	953	0	0.008	306.073	341.037	0	NA	1.1	1.1	1.2
2019	8	4	1	0	2019/8/4 0:0	9.327	68.007	1.413	308.483	953.3	0	0	303.592	336.842	0	NA	1.1	1.1	1.2
2019	8	4	2	0	2019/8/4 1:0	8.18	72.392	1.473	314.067	954	0	0.19	301.11	333.663	0	NA	1.1	1.1	1.2
2019	8	4	3	0	2019/8/4 2:0	8.323	73.56	1.737	304.667	954	0	0.171	300.322	333.212	0	NA	1.1	1.1	1.2
2019	8	4	4	0	2019/8/4 3:0	8.097	74.62	1.222	250.183	954	0	0.274	297.16	332.023	0	NA	1.1	1.1	1.2
2019	8	4	5	0	2019/8/4 4:0	8.01	74.267	1.537	249.65	954	0	0.204	296.973	331.838	0	NA	1.1	1.1	1.2
2019	8	4	6	0	2019/8/4 5:0	7.66	75.027	1.708	283.533	954	10.831	1.221	296.36	331.838	0	NA	1.1	1.1	1.2
2019	8	4	7	0	2019/8/4 6:0	8.068	73.34	1.313	286.35	954	46.159	3.603	297.015	334.043	0	NA	1.1	1.1	1.2
2019	8	4	8	0	2019/8/4 7:0	7.788	73.415	1.11	251.65	954	187.21	10.844	294.443	339.52	0	NA	1.1	1.1	1.2
2019	8	4	9	0	2019/8/4 8:0	9.148	72.37	2.11	342.617	954	360.34	27.523	296.338	355.448	0	NA	1.1	1.1	1.2
2019	8	4	10	0	2019/8/4 9:0	11.32	67.112	1.925	320.217	954	467.723	43.363	302.097	375.515	0	NA	1.1	1.1	1.2
2019	8	4	11	0	2019/8/4 10:0	12.192	64.355	2.275	324.817	953.9	597.315	60.474	304.308	392.102	0	NA	1.1	1.1	1.2
2019	8	4	12	0	2019/8/4 11:0	14.137	60.365	2.462	336.65	953.183	684.558	72.664	310.058	409.7	0	NA	1.1	1.1	1.2
2019	8	4	13	0	2019/8/4 12:0	15.05	56.758	2.528	338.05	953	688.795	76.161	315.213	417.245	0	NA	1.1	1.1	1.2
2019	8	4	14	0	2019/8/4 13:0	16.143	53.042	2.55	338.083	952.367	656.167	73.96	321.007	421.258	0	NA	1.1	1.1	1.2
2019	8	4	15	0	2019/8/4 14:0	16.988	50.925	2.858	332.45	952	646.412	74.748	325.187	423.33	0	NA	1.1	1.1	1.2
2019	8	4	16	0	2019/8/4 15:0	17.442	48.798	3.082	333.4	952	627.385	73.016	334.053	424.742	0	NA	1.1	1.1	1.2
2019	8	4	17	0	2019/8/4 16:0	17.668	47.093	3.42	322.25	951.617	494.213	56.212	353.345	416.688	0	NA	1.1	1.1	1.2
2019	8	4	18	0	2019/8/4 17:0	17.36	47.198	2.732	320.733	951	432.122	49.522	336.562	411.638	0	NA	1.1	1.1	1.2
2019	8	4	19	0	2019/8/4 18:0	16.763	48.44	2.543	305.583	951	270.807	29.802	349.812	397.15	0	NA	1.1	1.1	1.2
2019	8	4	20	0	2019/8/4 19:0	16.432	48.363	2.247	293.65	951	204.552	22.351	353.492	390.667	0	NA	1.1	1.1	1.2
2019	8	4	21	0	2019/8/4 20:0	14.675	51.862	2.493	282.283	951	66.491	5.871	350.763	373.032	0	NA	1.1	1.1	1.2
2019	8	4	22	0	2019/8/4 21:0	13.055	56.56	1.695	284.233	951	15.316	0.68	359.102	361.802	0	NA	1.1	1.1	1.2
2019	8	4	23	0	2019/8/4 22:0	12.285	59.647	2.105	272.567	951	0.623	0	367.008	356.267	0	NA	1.1	1.1	1.2
2019	8	4	24	0	2019/8/4 23:0	11.205	63.45	1.627	281.8	951	0	0	357.382	351.847	0	NA	1.1	1.1	1.2
2019	8	5	1	0	2019/8/5 0:0	10.21	66.985	1.612	299.2	951	0	0	340.833	345.502	0	NA	1.1	1.1	1.2
2019	8	5	2	0	2019/8/5 1:0	9.725	70.362	1.575	275.983	951	0	0	339.843	343.732	0	NA	1.1	1.1	1.2
2019	8	5	3	0	2019/8/5 2:0	9.198	71.858	1.687	289.2	951.733	0	0	341.39	341.775	0	NA	1.1	1.1	1.2
2019	8	5	4	0	2019/8/5 3:0	8.825	73.235	1.712	303.133	952	0.207	0	347.343	342.103	0	NA	1.1	1.1	1.2
2019	8	5	5	0	2019/8/5 4:0	8.35	75.605	1.503	315.633	952	0	0	327.103	338.22	0	NA	1.1	1.1	1.2
2019	8	5	6	0	2019/8/5 5:0	8.808	74.758	1.753	306.383	952.05	6.078	0.372	315.033	338.123	0	NA	1.1	1.1	1.2
2019	8	5	7	0	2019/8/5 6:0	8.55	75.23	1.217	287.083	952	29.749	2.102	306.385	336.732	0	NA	1.1	1.1	1.2
2019	8	5	8	0	2019/8/5 7:0	8.922	75.73	1.172	301.1	952.567	145.383	9.89	333.093	346.195	0	NA	1.1	1.1	1.2
2019	8	5	9	0	2019/8/5 8:0	9.99	73.215	1.582	260.483	952.8	140.215	12.181	351.018	355.187	0	NA	1.1	1.1	1.2
2019	8	5	10	0	2019/8/5 9:0	10.517	71.01	1.575	273.75	953	186.362	16.382	341.008	360.965	0	NA	1.1	1.1	1.2
2019	8	5	11	0	2019/8/5 10:0	11.945	67.18	2.205	327.767	953	335.532	32.281	358.845	376.992	0	NA	1.1	1.1	1.2
2019	8	5	12	0	2019/8/5 11:0	11.552	66.667	2.333	267.717	952.683	241.523	23.079	361.142	372.248	0	NA	1.1	1.1	1.2
2019	8	5	13	0	2019/8/5 12:0	14.983	59.717	2.557	336.367	952	701.113	75.703	326.057	408.195	0	NA	1.1	1.1	1.2
2019	8	5	14	0	2019/8/5 13:0	15.467	56.978	2.688	331.717	952	413.942	44.232	337.77	404.193	0	NA	1.1	1.1	1.2
2019	8	5	15	0	2019/8/5 14:0	15.965	55.24	2.597	323.9	951.333	439.792	47.77	352.873	403.212	0	NA	1.1	1.1	1.2
2019	8	5	16	0	2019/8/5 15:0	15.088	55.967	2.57	315.483	951	377.108	39.744	368.583	400.802	0	NA	1.1	1.1	1.2
2019	8	5	17	0	2019/8/5 16:0	16.155	53.903	2.007	319.283	951	289.373	30.111	357.878	395.932	0	NA	1.1	1.1	1.2
2019	8	5	18	0	2019/8/5 17:0	15.815	53.092	2.408	304.333	950.5	287.708	29.604	357.557	393.638	0	NA	1.1	1.1	1.2
2019	8	5	19	0	2019/8/5 18:0	15.502	53.653	1.89	297.833	950	188.893	19.214	350.928	383.45	0	NA	1.1	1.1	1.2
2019	8	5	20	0	2019/8/5 19:0	14.943	53.995	2.097	280.467	949.783	119.682	11.114	360.185	376.83	0	NA	1.1	1.1	1.2
2019	8	5	21	0	2019/8/5 20:0	14.108	56.955	2.315	271.35	949.283	74.041	7.452	341.195	367.48	0	NA	1.1	1.1	1.2
2019	8	5	22	0	2019/8/5 21:0	12.518	61.463	1.882	304.533	949.817	11.726	0.251	343.41	356.917	0	NA	1.1	1.1	1.2
2019	8	5	23	0	2019/8/5 22:0	11.723	64.52	1.693	266.15	950	0.062	0	336.085	351.078	0	NA	1.1	1.1	1.2
2019	8	5	24	0	2019/8/5 23:0	10.802	67.06	2.087	298.667	950	0	0	339.342	347.385	0.1	NA	1.1	1.1	1.2
2019	8	6	1	0	2019/8/6 0:0	10.787	70.223	1.928	295.75	950	0	0.175	344.315	346.943	0.1	NA	1.1	1.1	1.2
2019	8	6	2	0	2019/8/6 1:0	10.238	71.105	1.825	291.8	950	0	0	336.812	344.073	0	NA	1.1	1.1	1.2
2019	8	6	3	0	2019/8/6 2:0	9.157	74.367	1.435	296.067	950	0	0	326.59	340.367	0	NA	1.1	1.1	1.2
2019	8	6	4	0	2019/8/6 3:0	8.482	76.54	1.473	308.767	950	0	0	334.165	338.338	0	NA	1.1	1.1	1.2
2019	8	6	5	0	2019/8/6 4:0	9.043	76.597	1.763	312.417	950	1.024	0	356.958	342.317	0	NA	1.1	1.1	1.2
2019	8	6	6	0	2019/8/6 5:0	9.065	75.042	1.558	265.333	950	3.067	0	352.55	342.508	0	NA	1.1	1.1	1.2
2019	8	6	7	0	2019/8/6 6:0	8.21	77.592	1.562	304.717	950	21.361	1.215	352.493	341.753	0	NA	1.1	1.1	1.2
2019	8	6	8	0	2019/8/6 7:0	8.387	77.382	1.567	316.7	950.533	54.355	3.624	358.555	345.277	0	NA	1.1	1.1	1.2
2019	8	6	9	0	2019/8/6 8:0	9.433	75.67	1.41	231	950.633	139.693	10.995	347.747	352.632	0	NA	1.1	1.1	1.2
2019	8	6	10	0	2019/8/6 9:0	9.855	74.078	2	287.833	951	214.713	18.72	356.652	361.717	0	NA	1.1	1.1	1.2
2019	8	6	11	0	2019/8/6 10:0	11.355	69.71	1.457	266.167	951	241.567	21.215	357.51	370.572	0	NA	1.1	1.1	1.2
2019	8	6	12	0	2019/8/6 11:0	13.51	64.227	1.86	279.9	951	648.84	66.033	323.148	399.3	0	NA	1.1	1.1	1.2
2019	8	6	13	0	2019/8/6 12:0	14.728	61.737	2.825	323.5	950.767	652.395	69.839	342.723	414.065	0	NA	1.1	1.1	1.2
2019	8	6	14	0	2019/8/6 13:0	15.353	60.828	3.253	328.583	950	715.26	80.87	323.863	416.688	0	NA	1.1	1.1	1.2
2019	8	6	15	0	2019/8/6 14:0	16.618	54.833	2.607	332.083	950	562.807	62.76	336.657	419.215	0	NA	1.1	1.1	1.2
2019	8	6	16	0	2019/8/6 15:0	16.15	55.728	2.767	337.117	949.383	458.702	50.546	338.57	410.853	0	NA	1.1	1.1	1.2
2019	8	6	17	0	2019/8/6 16:0	13.935	60.31	2.655	251.25	949	169.835	15.757	360.167	382.028	0.1	NA	1.1	1.1	1.2
2019	8	6	18	0	2019/8/6 17:0	13.405	61.158	2.24	320.667	949	143.983	12.907	363.62	372.162	0	NA	1.1	1.1	1.2
2019	8	6	19	0	2019/8/6 18:0	14.357	58.037	1.545	291.833	949	235.773	24.135	358.697	377.72	0	NA	1.1	1.1	1.2
2019	8	6	20	0	2019/8/6 19:0	14.062	56.667	1.625	275.217	949	129.654	12.516	337.243	374.508	0	NA	1.1	1.1	1.2
2019	8	6	21	0	2019/8/6 20:0	12.327	60.558	1.803	284.417	949	66.796	6.27	348.627	361.893	0	NA	1.1	1.1	1.2
2019	8	6	22	0	2019/8/6 21:0	11.14	63.363	1.958	311.2	949.167	16.012	0.872	326.863	351.957	0	NA	1.1	1.1	1.2
2019	8	6	23	0	2019/8/6 22:0	10.095	68.07	1.622	307.95	950	0	0	318.053	343.528	0	NA	1.1	1.1	1.2
2019	8	6	24	0	2019/8/6 23:0	8.872	71.912	1.408	286.8	950	0	0	334.875	340.447	0	NA	1.1	1.1	1.2
2019	8	7	1	0	2019/8/7 0:0	8.582	74.735	2.08	304.917	950.233	0	0	327.918	339.423	0	NA	1.1	1.1	1.2
2019	8	7	2	0	2019/8/7 1:0	9.288	75.867	1.825	303.817	951	0	0	335.412	341.428	0	NA	1.1	1.1	1.2
2019	8	7	3	0	2019/8/7 2:0	9.518	74.835	1.638	293.817	951	0	0	345.828	342.705	0	NA	1.1	1.1	1.2
2019	8	7	4	0	2019/8/7 3:0	8.55	74.94	1.49	238.4	951	0	0	343.07	340.083	0	NA	1.1	1.1	1.2
2019	8	7	5	0	2019/8/7 4:0	8.54	76.972	1.81	301.65	951	0.091	0	348.5	340.398	0	NA	1.1	1.1	1.2
2019	8	7	6	0	2019/8/7 5:0	8.045	75.77	1.605	276.683	951	4.336	0	335.488	338.868	0	NA	1.1	1.1	1.2
2019	8	7	7	0	2019/8/7 6:0	7.878	77.887	1.388	296.3	951	32.531	2.25	308.417	337.093	0	NA	1.1	1.1	1.2
